subject_id,program_id,subject_name,semester,credits,description,purpose,main_topics,disciplinary_area,active
SUB-011,PRG-002,Sistemas distribuidos,4,3,Asignatura orientada a comprender y aplicar sistemas distribuidos en problemas propios de Ingeniería Electrónica y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con sistemas distribuidos.",Sistemas distribuidos; análisis aplicado; integración de evidencia,Electrónica,True
SUB-012,PRG-002,Seguridad informática,5,3,Asignatura orientada a comprender y aplicar seguridad informática en problemas propios de Ingeniería Electrónica y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con seguridad informática.",Seguridad informática; análisis aplicado; integración de evidencia,Electrónica,True
SUB-013,PRG-002,Internet de las Cosas,6,3,Asignatura orientada a comprender y aplicar internet de las cosas en problemas propios de Ingeniería Electrónica y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con internet de las cosas.",Internet de las Cosas; análisis aplicado; integración de evidencia,Electrónica,True
SUB-014,PRG-002,Optimización aplicada,7,3,Asignatura orientada a comprender y aplicar optimización aplicada en problemas propios de Ingeniería Electrónica y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con optimización aplicada.",Optimización aplicada; análisis aplicado; integración de evidencia,Electrónica,True
SUB-015,PRG-003,Programación avanzada,1,3,Asignatura orientada a comprender y aplicar programación avanzada en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con programación avanzada.",Programación avanzada; análisis aplicado; integración de evidencia,Industrial,True
SUB-016,PRG-003,Arquitectura de software,2,3,Asignatura orientada a comprender y aplicar arquitectura de software en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con arquitectura de software.",Arquitectura de software; análisis aplicado; integración de evidencia,Industrial,True
SUB-017,PRG-003,Inteligencia artificial,3,3,Asignatura orientada a comprender y aplicar inteligencia artificial en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con inteligencia artificial.",Inteligencia artificial; análisis aplicado; integración de evidencia,Industrial,True
SUB-018,PRG-003,Sistemas distribuidos,4,3,Asignatura orientada a comprender y aplicar sistemas distribuidos en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con sistemas distribuidos.",Sistemas distribuidos; análisis aplicado; integración de evidencia,Industrial,True
SUB-019,PRG-003,Seguridad informática,5,3,Asignatura orientada a comprender y aplicar seguridad informática en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con seguridad informática.",Seguridad informática; análisis aplicado; integración de evidencia,Industrial,True
SUB-020,PRG-003,Internet de las Cosas,6,3,Asignatura orientada a comprender y aplicar internet de las cosas en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con internet de las cosas.",Internet de las Cosas; análisis aplicado; integración de evidencia,Industrial,True
SUB-021,PRG-003,Optimización aplicada,7,3,Asignatura orientada a comprender y aplicar optimización aplicada en problemas propios de Ingeniería Industrial y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con optimización aplicada.",Optimización aplicada; análisis aplicado; integración de evidencia,Industrial,True
SUB-022,PRG-004,Epidemiología,1,3,Asignatura orientada a comprender y aplicar epidemiología en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con epidemiología.",Epidemiología; análisis aplicado; integración de evidencia,Medicina,True
SUB-023,PRG-004,Salud pública,2,3,Asignatura orientada a comprender y aplicar salud pública en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con salud pública.",Salud pública; análisis aplicado; integración de evidencia,Medicina,True
SUB-024,PRG-004,Informática en salud,3,3,Asignatura orientada a comprender y aplicar informática en salud en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con informática en salud.",Informática en salud; análisis aplicado; integración de evidencia,Medicina,True
SUB-025,PRG-004,Monitoreo clínico,4,3,Asignatura orientada a comprender y aplicar monitoreo clínico en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con monitoreo clínico.",Monitoreo clínico; análisis aplicado; integración de evidencia,Medicina,True
SUB-026,PRG-004,Prevención y promoción,5,3,Asignatura orientada a comprender y aplicar prevención y promoción en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con prevención y promoción.",Prevención y promoción; análisis aplicado; integración de evidencia,Medicina,True
SUB-027,PRG-004,Seguridad del paciente,6,3,Asignatura orientada a comprender y aplicar seguridad del paciente en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con seguridad del paciente.",Seguridad del paciente; análisis aplicado; integración de evidencia,Medicina,True
SUB-028,PRG-004,Investigación en salud,7,3,Asignatura orientada a comprender y aplicar investigación en salud en problemas propios de Medicina y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con investigación en salud.",Investigación en salud; análisis aplicado; integración de evidencia,Medicina,True
SUB-029,PRG-005,Epidemiología,1,3,Asignatura orientada a comprender y aplicar epidemiología en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con epidemiología.",Epidemiología; análisis aplicado; integración de evidencia,Enfermería,True
SUB-030,PRG-005,Salud pública,2,3,Asignatura orientada a comprender y aplicar salud pública en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con salud pública.",Salud pública; análisis aplicado; integración de evidencia,Enfermería,True
SUB-031,PRG-005,Informática en salud,3,3,Asignatura orientada a comprender y aplicar informática en salud en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con informática en salud.",Informática en salud; análisis aplicado; integración de evidencia,Enfermería,True
SUB-032,PRG-005,Monitoreo clínico,4,3,Asignatura orientada a comprender y aplicar monitoreo clínico en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con monitoreo clínico.",Monitoreo clínico; análisis aplicado; integración de evidencia,Enfermería,True
SUB-033,PRG-005,Prevención y promoción,5,3,Asignatura orientada a comprender y aplicar prevención y promoción en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con prevención y promoción.",Prevención y promoción; análisis aplicado; integración de evidencia,Enfermería,True
SUB-034,PRG-005,Seguridad del paciente,6,3,Asignatura orientada a comprender y aplicar seguridad del paciente en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con seguridad del paciente.",Seguridad del paciente; análisis aplicado; integración de evidencia,Enfermería,True
SUB-035,PRG-005,Investigación en salud,7,3,Asignatura orientada a comprender y aplicar investigación en salud en problemas propios de Enfermería y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con investigación en salud.",Investigación en salud; análisis aplicado; integración de evidencia,Enfermería,True
SUB-036,PRG-006,Epidemiología,1,3,Asignatura orientada a comprender y aplicar epidemiología en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con epidemiología.",Epidemiología; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-037,PRG-006,Salud pública,2,3,Asignatura orientada a comprender y aplicar salud pública en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con salud pública.",Salud pública; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-038,PRG-006,Informática en salud,3,3,Asignatura orientada a comprender y aplicar informática en salud en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con informática en salud.",Informática en salud; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-039,PRG-006,Monitoreo clínico,4,3,Asignatura orientada a comprender y aplicar monitoreo clínico en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con monitoreo clínico.",Monitoreo clínico; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-040,PRG-006,Prevención y promoción,5,3,Asignatura orientada a comprender y aplicar prevención y promoción en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con prevención y promoción.",Prevención y promoción; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-041,PRG-006,Seguridad del paciente,6,3,Asignatura orientada a comprender y aplicar seguridad del paciente en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con seguridad del paciente.",Seguridad del paciente; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-042,PRG-006,Investigación en salud,7,3,Asignatura orientada a comprender y aplicar investigación en salud en problemas propios de Seguridad y Salud en el Trabajo y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con investigación en salud.",Investigación en salud; análisis aplicado; integración de evidencia,Seguridad y Salud en el Trabajo,True
SUB-043,PRG-007,Analítica empresarial,1,3,Asignatura orientada a comprender y aplicar analítica empresarial en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con analítica empresarial.",Analítica empresarial; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-044,PRG-007,Finanzas cuantitativas,2,3,Asignatura orientada a comprender y aplicar finanzas cuantitativas en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con finanzas cuantitativas.",Finanzas cuantitativas; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-045,PRG-007,Econometría,3,3,Asignatura orientada a comprender y aplicar econometría en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con econometría.",Econometría; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-046,PRG-007,Gestión de innovación,4,3,Asignatura orientada a comprender y aplicar gestión de innovación en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con gestión de innovación.",Gestión de innovación; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-047,PRG-007,Riesgo y decisiones,5,3,Asignatura orientada a comprender y aplicar riesgo y decisiones en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con riesgo y decisiones.",Riesgo y decisiones; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-048,PRG-007,Desarrollo regional,6,3,Asignatura orientada a comprender y aplicar desarrollo regional en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con desarrollo regional.",Desarrollo regional; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-049,PRG-007,Optimización empresarial,7,3,Asignatura orientada a comprender y aplicar optimización empresarial en problemas propios de Administración de Empresas y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con optimización empresarial.",Optimización empresarial; análisis aplicado; integración de evidencia,Administración de Empresas,True
SUB-050,PRG-008,Analítica empresarial,1,3,Asignatura orientada a comprender y aplicar analítica empresarial en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con analítica empresarial.",Analítica empresarial; análisis aplicado; integración de evidencia,Financiera,True
SUB-051,PRG-008,Finanzas cuantitativas,2,3,Asignatura orientada a comprender y aplicar finanzas cuantitativas en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con finanzas cuantitativas.",Finanzas cuantitativas; análisis aplicado; integración de evidencia,Financiera,True
SUB-052,PRG-008,Econometría,3,3,Asignatura orientada a comprender y aplicar econometría en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con econometría.",Econometría; análisis aplicado; integración de evidencia,Financiera,True
SUB-053,PRG-008,Gestión de innovación,4,3,Asignatura orientada a comprender y aplicar gestión de innovación en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con gestión de innovación.",Gestión de innovación; análisis aplicado; integración de evidencia,Financiera,True
SUB-054,PRG-008,Riesgo y decisiones,5,3,Asignatura orientada a comprender y aplicar riesgo y decisiones en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con riesgo y decisiones.",Riesgo y decisiones; análisis aplicado; integración de evidencia,Financiera,True
SUB-055,PRG-008,Desarrollo regional,6,3,Asignatura orientada a comprender y aplicar desarrollo regional en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con desarrollo regional.",Desarrollo regional; análisis aplicado; integración de evidencia,Financiera,True
SUB-056,PRG-008,Optimización empresarial,7,3,Asignatura orientada a comprender y aplicar optimización empresarial en problemas propios de Ingeniería Financiera y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con optimización empresarial.",Optimización empresarial; análisis aplicado; integración de evidencia,Financiera,True
SUB-057,PRG-009,Analítica empresarial,1,3,Asignatura orientada a comprender y aplicar analítica empresarial en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con analítica empresarial.",Analítica empresarial; análisis aplicado; integración de evidencia,Economía,True
SUB-058,PRG-009,Finanzas cuantitativas,2,3,Asignatura orientada a comprender y aplicar finanzas cuantitativas en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con finanzas cuantitativas.",Finanzas cuantitativas; análisis aplicado; integración de evidencia,Economía,True
SUB-059,PRG-009,Econometría,3,3,Asignatura orientada a comprender y aplicar econometría en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con econometría.",Econometría; análisis aplicado; integración de evidencia,Economía,True
SUB-060,PRG-009,Gestión de innovación,4,3,Asignatura orientada a comprender y aplicar gestión de innovación en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con gestión de innovación.",Gestión de innovación; análisis aplicado; integración de evidencia,Economía,True
SUB-061,PRG-009,Riesgo y decisiones,5,3,Asignatura orientada a comprender y aplicar riesgo y decisiones en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con riesgo y decisiones.",Riesgo y decisiones; análisis aplicado; integración de evidencia,Economía,True
SUB-062,PRG-009,Desarrollo regional,6,3,Asignatura orientada a comprender y aplicar desarrollo regional en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con desarrollo regional.",Desarrollo regional; análisis aplicado; integración de evidencia,Economía,True
SUB-063,PRG-009,Optimización empresarial,7,3,Asignatura orientada a comprender y aplicar optimización empresarial en problemas propios de Economía y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con optimización empresarial.",Optimización empresarial; análisis aplicado; integración de evidencia,Economía,True
SUB-064,PRG-010,Evaluación del aprendizaje,1,3,Asignatura orientada a comprender y aplicar evaluación del aprendizaje en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con evaluación del aprendizaje.",Evaluación del aprendizaje; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-065,PRG-010,Tecnología educativa,2,3,Asignatura orientada a comprender y aplicar tecnología educativa en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con tecnología educativa.",Tecnología educativa; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-066,PRG-010,Diseño curricular,3,3,Asignatura orientada a comprender y aplicar diseño curricular en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con diseño curricular.",Diseño curricular; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-067,PRG-010,Investigación educativa,4,3,Asignatura orientada a comprender y aplicar investigación educativa en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con investigación educativa.",Investigación educativa; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-068,PRG-010,Psicología del aprendizaje,5,3,Asignatura orientada a comprender y aplicar psicología del aprendizaje en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con psicología del aprendizaje.",Psicología del aprendizaje; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-069,PRG-010,Analítica educativa,6,3,Asignatura orientada a comprender y aplicar analítica educativa en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con analítica educativa.",Analítica educativa; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-070,PRG-010,Lenguaje y conocimiento,7,3,Asignatura orientada a comprender y aplicar lenguaje y conocimiento en problemas propios de Licenciatura en Tecnología e Informática y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con lenguaje y conocimiento.",Lenguaje y conocimiento; análisis aplicado; integración de evidencia,Licenciatura en Tecnología e Informática,True
SUB-071,PRG-011,Evaluación del aprendizaje,1,3,Asignatura orientada a comprender y aplicar evaluación del aprendizaje en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con evaluación del aprendizaje.",Evaluación del aprendizaje; análisis aplicado; integración de evidencia,Psicología,True
SUB-072,PRG-011,Tecnología educativa,2,3,Asignatura orientada a comprender y aplicar tecnología educativa en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con tecnología educativa.",Tecnología educativa; análisis aplicado; integración de evidencia,Psicología,True
SUB-073,PRG-011,Diseño curricular,3,3,Asignatura orientada a comprender y aplicar diseño curricular en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con diseño curricular.",Diseño curricular; análisis aplicado; integración de evidencia,Psicología,True
SUB-074,PRG-011,Investigación educativa,4,3,Asignatura orientada a comprender y aplicar investigación educativa en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con investigación educativa.",Investigación educativa; análisis aplicado; integración de evidencia,Psicología,True
SUB-075,PRG-011,Psicología del aprendizaje,5,3,Asignatura orientada a comprender y aplicar psicología del aprendizaje en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con psicología del aprendizaje.",Psicología del aprendizaje; análisis aplicado; integración de evidencia,Psicología,True
SUB-076,PRG-011,Analítica educativa,6,3,Asignatura orientada a comprender y aplicar analítica educativa en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con analítica educativa.",Analítica educativa; análisis aplicado; integración de evidencia,Psicología,True
SUB-077,PRG-011,Lenguaje y conocimiento,7,3,Asignatura orientada a comprender y aplicar lenguaje y conocimiento en problemas propios de Psicología y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con lenguaje y conocimiento.",Lenguaje y conocimiento; análisis aplicado; integración de evidencia,Psicología,True
SUB-078,PRG-012,Evaluación del aprendizaje,1,3,Asignatura orientada a comprender y aplicar evaluación del aprendizaje en problemas propios de Ciencias de la Educación y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con evaluación del aprendizaje.",Evaluación del aprendizaje; análisis aplicado; integración de evidencia,Ciencias de la Educación,True
SUB-079,PRG-012,Tecnología educativa,2,3,Asignatura orientada a comprender y aplicar tecnología educativa en problemas propios de Ciencias de la Educación y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con tecnología educativa.",Tecnología educativa; análisis aplicado; integración de evidencia,Ciencias de la Educación,True
SUB-080,PRG-012,Diseño curricular,3,3,Asignatura orientada a comprender y aplicar diseño curricular en problemas propios de Ciencias de la Educación y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con diseño curricular.",Diseño curricular; análisis aplicado; integración de evidencia,Ciencias de la Educación,True
SUB-081,PRG-012,Investigación educativa,4,3,Asignatura orientada a comprender y aplicar investigación educativa en problemas propios de Ciencias de la Educación y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con investigación educativa.",Investigación educativa; análisis aplicado; integración de evidencia,Ciencias de la Educación,True
SUB-082,PRG-012,Psicología del aprendizaje,5,3,Asignatura orientada a comprender y aplicar psicología del aprendizaje en problemas propios de Ciencias de la Educación y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con psicología del aprendizaje.",Psicología del aprendizaje; análisis aplicado; integración de evidencia,Ciencias de la Educación,True
SUB-083,PRG-012,Analítica educativa,6,3,Asignatura orientada a comprender y aplicar analítica educativa en problemas propios de Ciencias de la Educación y contextos interdisciplinarios.,"Desarrollar capacidad para analizar evidencia, seleccionar métodos y proponer soluciones relacionadas con analítica educativa.",Analítica educativa; análisis aplicado; integración de evidencia,Ciencias de la Educación,True
