competency_id,program_id,subject_id,competency_type,description
COM-0037,PRG-003,SUB-019,RESEARCH,"Analiza conceptos, datos y métodos de seguridad informática para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0038,PRG-003,SUB-019,PROFESSIONAL,"Integra conceptos, datos y métodos de seguridad informática para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0039,PRG-003,SUB-020,PROFESSIONAL,"Analiza conceptos, datos y métodos de internet de las cosas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0040,PRG-003,SUB-020,RESEARCH,"Integra conceptos, datos y métodos de internet de las cosas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0041,PRG-003,SUB-021,RESEARCH,"Analiza conceptos, datos y métodos de optimización aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0042,PRG-003,SUB-021,PROFESSIONAL,"Integra conceptos, datos y métodos de optimización aplicada para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0043,PRG-004,SUB-022,PROFESSIONAL,"Analiza conceptos, datos y métodos de epidemiología para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0044,PRG-004,SUB-022,RESEARCH,"Integra conceptos, datos y métodos de epidemiología para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0045,PRG-004,SUB-023,RESEARCH,"Analiza conceptos, datos y métodos de salud pública para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0046,PRG-004,SUB-023,PROFESSIONAL,"Integra conceptos, datos y métodos de salud pública para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0047,PRG-004,SUB-024,PROFESSIONAL,"Analiza conceptos, datos y métodos de informática en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0048,PRG-004,SUB-024,RESEARCH,"Integra conceptos, datos y métodos de informática en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0049,PRG-004,SUB-025,RESEARCH,"Analiza conceptos, datos y métodos de monitoreo clínico para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0050,PRG-004,SUB-025,PROFESSIONAL,"Integra conceptos, datos y métodos de monitoreo clínico para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0051,PRG-004,SUB-026,PROFESSIONAL,"Analiza conceptos, datos y métodos de prevención y promoción para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0052,PRG-004,SUB-026,RESEARCH,"Integra conceptos, datos y métodos de prevención y promoción para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0053,PRG-004,SUB-027,RESEARCH,"Analiza conceptos, datos y métodos de seguridad del paciente para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0054,PRG-004,SUB-027,PROFESSIONAL,"Integra conceptos, datos y métodos de seguridad del paciente para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0055,PRG-004,SUB-028,PROFESSIONAL,"Analiza conceptos, datos y métodos de investigación en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0056,PRG-004,SUB-028,RESEARCH,"Integra conceptos, datos y métodos de investigación en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0057,PRG-005,SUB-029,RESEARCH,"Analiza conceptos, datos y métodos de epidemiología para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0058,PRG-005,SUB-029,PROFESSIONAL,"Integra conceptos, datos y métodos de epidemiología para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0059,PRG-005,SUB-030,PROFESSIONAL,"Analiza conceptos, datos y métodos de salud pública para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0060,PRG-005,SUB-030,RESEARCH,"Integra conceptos, datos y métodos de salud pública para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0061,PRG-005,SUB-031,RESEARCH,"Analiza conceptos, datos y métodos de informática en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0062,PRG-005,SUB-031,PROFESSIONAL,"Integra conceptos, datos y métodos de informática en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0063,PRG-005,SUB-032,PROFESSIONAL,"Analiza conceptos, datos y métodos de monitoreo clínico para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0064,PRG-005,SUB-032,RESEARCH,"Integra conceptos, datos y métodos de monitoreo clínico para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0065,PRG-005,SUB-033,RESEARCH,"Analiza conceptos, datos y métodos de prevención y promoción para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0066,PRG-005,SUB-033,PROFESSIONAL,"Integra conceptos, datos y métodos de prevención y promoción para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0067,PRG-005,SUB-034,PROFESSIONAL,"Analiza conceptos, datos y métodos de seguridad del paciente para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0068,PRG-005,SUB-034,RESEARCH,"Integra conceptos, datos y métodos de seguridad del paciente para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0069,PRG-005,SUB-035,RESEARCH,"Analiza conceptos, datos y métodos de investigación en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0070,PRG-005,SUB-035,PROFESSIONAL,"Integra conceptos, datos y métodos de investigación en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0071,PRG-006,SUB-036,PROFESSIONAL,"Analiza conceptos, datos y métodos de epidemiología para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0072,PRG-006,SUB-036,RESEARCH,"Integra conceptos, datos y métodos de epidemiología para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0073,PRG-006,SUB-037,RESEARCH,"Analiza conceptos, datos y métodos de salud pública para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0074,PRG-006,SUB-037,PROFESSIONAL,"Integra conceptos, datos y métodos de salud pública para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0075,PRG-006,SUB-038,PROFESSIONAL,"Analiza conceptos, datos y métodos de informática en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0076,PRG-006,SUB-038,RESEARCH,"Integra conceptos, datos y métodos de informática en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0077,PRG-006,SUB-039,RESEARCH,"Analiza conceptos, datos y métodos de monitoreo clínico para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0078,PRG-006,SUB-039,PROFESSIONAL,"Integra conceptos, datos y métodos de monitoreo clínico para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0079,PRG-006,SUB-040,PROFESSIONAL,"Analiza conceptos, datos y métodos de prevención y promoción para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0080,PRG-006,SUB-040,RESEARCH,"Integra conceptos, datos y métodos de prevención y promoción para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0081,PRG-006,SUB-041,RESEARCH,"Analiza conceptos, datos y métodos de seguridad del paciente para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0082,PRG-006,SUB-041,PROFESSIONAL,"Integra conceptos, datos y métodos de seguridad del paciente para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0083,PRG-006,SUB-042,PROFESSIONAL,"Analiza conceptos, datos y métodos de investigación en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0084,PRG-006,SUB-042,RESEARCH,"Integra conceptos, datos y métodos de investigación en salud para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0085,PRG-007,SUB-043,RESEARCH,"Analiza conceptos, datos y métodos de analítica empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0086,PRG-007,SUB-043,PROFESSIONAL,"Integra conceptos, datos y métodos de analítica empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0087,PRG-007,SUB-044,PROFESSIONAL,"Analiza conceptos, datos y métodos de finanzas cuantitativas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0088,PRG-007,SUB-044,RESEARCH,"Integra conceptos, datos y métodos de finanzas cuantitativas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0089,PRG-007,SUB-045,RESEARCH,"Analiza conceptos, datos y métodos de econometría para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0090,PRG-007,SUB-045,PROFESSIONAL,"Integra conceptos, datos y métodos de econometría para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0091,PRG-007,SUB-046,PROFESSIONAL,"Analiza conceptos, datos y métodos de gestión de innovación para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0092,PRG-007,SUB-046,RESEARCH,"Integra conceptos, datos y métodos de gestión de innovación para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0093,PRG-007,SUB-047,RESEARCH,"Analiza conceptos, datos y métodos de riesgo y decisiones para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0094,PRG-007,SUB-047,PROFESSIONAL,"Integra conceptos, datos y métodos de riesgo y decisiones para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0095,PRG-007,SUB-048,PROFESSIONAL,"Analiza conceptos, datos y métodos de desarrollo regional para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0096,PRG-007,SUB-048,RESEARCH,"Integra conceptos, datos y métodos de desarrollo regional para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0097,PRG-007,SUB-049,RESEARCH,"Analiza conceptos, datos y métodos de optimización empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0098,PRG-007,SUB-049,PROFESSIONAL,"Integra conceptos, datos y métodos de optimización empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0099,PRG-008,SUB-050,PROFESSIONAL,"Analiza conceptos, datos y métodos de analítica empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0100,PRG-008,SUB-050,RESEARCH,"Integra conceptos, datos y métodos de analítica empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0101,PRG-008,SUB-051,RESEARCH,"Analiza conceptos, datos y métodos de finanzas cuantitativas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0102,PRG-008,SUB-051,PROFESSIONAL,"Integra conceptos, datos y métodos de finanzas cuantitativas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0103,PRG-008,SUB-052,PROFESSIONAL,"Analiza conceptos, datos y métodos de econometría para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0104,PRG-008,SUB-052,RESEARCH,"Integra conceptos, datos y métodos de econometría para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0105,PRG-008,SUB-053,RESEARCH,"Analiza conceptos, datos y métodos de gestión de innovación para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0106,PRG-008,SUB-053,PROFESSIONAL,"Integra conceptos, datos y métodos de gestión de innovación para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0107,PRG-008,SUB-054,PROFESSIONAL,"Analiza conceptos, datos y métodos de riesgo y decisiones para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0108,PRG-008,SUB-054,RESEARCH,"Integra conceptos, datos y métodos de riesgo y decisiones para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0109,PRG-008,SUB-055,RESEARCH,"Analiza conceptos, datos y métodos de desarrollo regional para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0110,PRG-008,SUB-055,PROFESSIONAL,"Integra conceptos, datos y métodos de desarrollo regional para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0111,PRG-008,SUB-056,PROFESSIONAL,"Analiza conceptos, datos y métodos de optimización empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0112,PRG-008,SUB-056,RESEARCH,"Integra conceptos, datos y métodos de optimización empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0113,PRG-009,SUB-057,RESEARCH,"Analiza conceptos, datos y métodos de analítica empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0114,PRG-009,SUB-057,PROFESSIONAL,"Integra conceptos, datos y métodos de analítica empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0115,PRG-009,SUB-058,PROFESSIONAL,"Analiza conceptos, datos y métodos de finanzas cuantitativas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0116,PRG-009,SUB-058,RESEARCH,"Integra conceptos, datos y métodos de finanzas cuantitativas para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0117,PRG-009,SUB-059,RESEARCH,"Analiza conceptos, datos y métodos de econometría para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0118,PRG-009,SUB-059,PROFESSIONAL,"Integra conceptos, datos y métodos de econometría para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0119,PRG-009,SUB-060,PROFESSIONAL,"Analiza conceptos, datos y métodos de gestión de innovación para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0120,PRG-009,SUB-060,RESEARCH,"Integra conceptos, datos y métodos de gestión de innovación para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0121,PRG-009,SUB-061,RESEARCH,"Analiza conceptos, datos y métodos de riesgo y decisiones para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0122,PRG-009,SUB-061,PROFESSIONAL,"Integra conceptos, datos y métodos de riesgo y decisiones para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0123,PRG-009,SUB-062,PROFESSIONAL,"Analiza conceptos, datos y métodos de desarrollo regional para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0124,PRG-009,SUB-062,RESEARCH,"Integra conceptos, datos y métodos de desarrollo regional para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0125,PRG-009,SUB-063,RESEARCH,"Analiza conceptos, datos y métodos de optimización empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0126,PRG-009,SUB-063,PROFESSIONAL,"Integra conceptos, datos y métodos de optimización empresarial para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0127,PRG-010,SUB-064,PROFESSIONAL,"Analiza conceptos, datos y métodos de evaluación del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0128,PRG-010,SUB-064,RESEARCH,"Integra conceptos, datos y métodos de evaluación del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0129,PRG-010,SUB-065,RESEARCH,"Analiza conceptos, datos y métodos de tecnología educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0130,PRG-010,SUB-065,PROFESSIONAL,"Integra conceptos, datos y métodos de tecnología educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0131,PRG-010,SUB-066,PROFESSIONAL,"Analiza conceptos, datos y métodos de diseño curricular para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0132,PRG-010,SUB-066,RESEARCH,"Integra conceptos, datos y métodos de diseño curricular para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0133,PRG-010,SUB-067,RESEARCH,"Analiza conceptos, datos y métodos de investigación educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0134,PRG-010,SUB-067,PROFESSIONAL,"Integra conceptos, datos y métodos de investigación educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0135,PRG-010,SUB-068,PROFESSIONAL,"Analiza conceptos, datos y métodos de psicología del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0136,PRG-010,SUB-068,RESEARCH,"Integra conceptos, datos y métodos de psicología del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0137,PRG-010,SUB-069,RESEARCH,"Analiza conceptos, datos y métodos de analítica educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0138,PRG-010,SUB-069,PROFESSIONAL,"Integra conceptos, datos y métodos de analítica educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0139,PRG-010,SUB-070,PROFESSIONAL,"Analiza conceptos, datos y métodos de lenguaje y conocimiento para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0140,PRG-010,SUB-070,RESEARCH,"Integra conceptos, datos y métodos de lenguaje y conocimiento para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0141,PRG-011,SUB-071,RESEARCH,"Analiza conceptos, datos y métodos de evaluación del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0142,PRG-011,SUB-071,PROFESSIONAL,"Integra conceptos, datos y métodos de evaluación del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0143,PRG-011,SUB-072,PROFESSIONAL,"Analiza conceptos, datos y métodos de tecnología educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0144,PRG-011,SUB-072,RESEARCH,"Integra conceptos, datos y métodos de tecnología educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0145,PRG-011,SUB-073,RESEARCH,"Analiza conceptos, datos y métodos de diseño curricular para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0146,PRG-011,SUB-073,PROFESSIONAL,"Integra conceptos, datos y métodos de diseño curricular para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0147,PRG-011,SUB-074,PROFESSIONAL,"Analiza conceptos, datos y métodos de investigación educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0148,PRG-011,SUB-074,RESEARCH,"Integra conceptos, datos y métodos de investigación educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0149,PRG-011,SUB-075,RESEARCH,"Analiza conceptos, datos y métodos de psicología del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0150,PRG-011,SUB-075,PROFESSIONAL,"Integra conceptos, datos y métodos de psicología del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0151,PRG-011,SUB-076,PROFESSIONAL,"Analiza conceptos, datos y métodos de analítica educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0152,PRG-011,SUB-076,RESEARCH,"Integra conceptos, datos y métodos de analítica educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0153,PRG-011,SUB-077,RESEARCH,"Analiza conceptos, datos y métodos de lenguaje y conocimiento para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0154,PRG-011,SUB-077,PROFESSIONAL,"Integra conceptos, datos y métodos de lenguaje y conocimiento para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0155,PRG-012,SUB-078,PROFESSIONAL,"Analiza conceptos, datos y métodos de evaluación del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0156,PRG-012,SUB-078,RESEARCH,"Integra conceptos, datos y métodos de evaluación del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0157,PRG-012,SUB-079,RESEARCH,"Analiza conceptos, datos y métodos de tecnología educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0158,PRG-012,SUB-079,PROFESSIONAL,"Integra conceptos, datos y métodos de tecnología educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0159,PRG-012,SUB-080,PROFESSIONAL,"Analiza conceptos, datos y métodos de diseño curricular para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0160,PRG-012,SUB-080,RESEARCH,"Integra conceptos, datos y métodos de diseño curricular para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0161,PRG-012,SUB-081,RESEARCH,"Analiza conceptos, datos y métodos de investigación educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0162,PRG-012,SUB-081,PROFESSIONAL,"Integra conceptos, datos y métodos de investigación educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0163,PRG-012,SUB-082,PROFESSIONAL,"Analiza conceptos, datos y métodos de psicología del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0164,PRG-012,SUB-082,RESEARCH,"Integra conceptos, datos y métodos de psicología del aprendizaje para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0165,PRG-012,SUB-083,RESEARCH,"Analiza conceptos, datos y métodos de analítica educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0166,PRG-012,SUB-083,PROFESSIONAL,"Integra conceptos, datos y métodos de analítica educativa para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0167,PRG-012,SUB-084,PROFESSIONAL,"Analiza conceptos, datos y métodos de lenguaje y conocimiento para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0168,PRG-012,SUB-084,RESEARCH,"Integra conceptos, datos y métodos de lenguaje y conocimiento para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0169,PRG-013,SUB-085,RESEARCH,"Analiza conceptos, datos y métodos de gestión de recursos hídricos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0170,PRG-013,SUB-085,PROFESSIONAL,"Integra conceptos, datos y métodos de gestión de recursos hídricos para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0171,PRG-013,SUB-086,PROFESSIONAL,"Analiza conceptos, datos y métodos de monitoreo ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0172,PRG-013,SUB-086,RESEARCH,"Integra conceptos, datos y métodos de monitoreo ambiental para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0173,PRG-013,SUB-087,RESEARCH,"Analiza conceptos, datos y métodos de cambio climático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0174,PRG-013,SUB-087,PROFESSIONAL,"Integra conceptos, datos y métodos de cambio climático para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0175,PRG-013,SUB-088,PROFESSIONAL,"Analiza conceptos, datos y métodos de sistemas territoriales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
COM-0176,PRG-013,SUB-088,RESEARCH,"Integra conceptos, datos y métodos de sistemas territoriales para resolver problemas contextualizados con criterios de pertinencia y evidencia."
